EntregaID;Dia;Mes;Anio;NombreCliente;Direccion;NombreEmpleadoEntrega;PuestoEmpleadoEntrega;CiudadEntrega;NombreProducto;Descripción;Peso;TiempoEntrega;EstadoEntrega;CostoEnvio;PrecioProducto
155;Domingo;Septiembre;2020;Rosa Navarro;Dirección 1070;Empleado 1070;Puesto 1070;San Pedro Ayampuc; Caja de mercancía; Caja de mercancía;7.71;91;Entregado;11.35;49.06
245;Viernes;Febrero;2020;Andrés Cordero;Dirección 1071;Empleado 1071;Puesto 1071;Puerto Barrios; Envío urgente; Envío urgente;0.35;96;Recolectado;29.42;54.62
699;Martes;Diciembre;2023;Víctor González;Dirección 1072;Empleado 1072;Puesto 1072;Quetzaltenango; Caja grande; Caja grande;2.66;60;Recolectado;17.15;24.25
224;Martes;Septiembre;;Carmen Hernández;Dirección 1073;Empleado 1073;Puesto 1073;Petapa; Caja mediana; Caja mediana;6.09;95;En Bodega;17.37;45.95
694;Jueves;Mayo;2020;Daniel Duarte;Dirección 1074;Empleado 1074;Puesto 1074;San Pedro Sacatepéquez; Envío aéreo; Envío aéreo;1.18;116;Recolectado;37.02;60
990;Martes;Abril;;Joaquín Jiménez;Dirección 1075;Empleado 1075;Puesto 1075;Quetzaltenango; Envío marítimo; Envío marítimo;8.23;62;En Bodega;38.72;15.47
808;Lunes;Febrero;;Rosa Espinoza;Dirección 1076;Empleado 1076;Puesto 1076;Petapa; Envío urgente; Envío urgente;1.59;12;Devolución;14.16;79.9
321;Jueves;Agosto;2021;Rosa Castro;Dirección 1077;Empleado 1077;Puesto 1077;Escuintla; Envío de equipos deportivos; Envío de equipos deportivos;7.19;111;Recolectado;32.22;81.46
47;Miércoles;Agosto;;Laura Espinoza;Dirección 1078;Empleado 1078;Puesto 1078;Patzún; Paquete certificado; Paquete certificado;5.88;85;Entregado;46.07;69.42
713;Sábado;Diciembre;;Laura Reyes;Dirección 1079;Empleado 1079;Puesto 1079;Amatitlán; Caja mediana; Caja mediana;1.56;25;Recolectado;29.83;48.12
397;Lunes;Agosto;2023;Óscar López;Dirección 1080;Empleado 1080;Puesto 1080;Antigua Guatemala; Envío en fin de semana; Envío en fin de semana;6.15;11;Entregado;18.72;14.2
169;Jueves;Febrero;2022;Rosa Fernández;Dirección 1081;Empleado 1081;Puesto 1081;Malacatán; Envío internacional; Envío internacional;8.79;1;Devolución;38.58;67.12
46;Jueves;Marzo;2021;Marcela Ríos;Dirección 1082;Empleado 1082;Puesto 1082;Cantel; Bulto ligero; Bulto ligero;9.76;42;Recolectado;24.14;95.35
539;Lunes;Julio;2021;Clara Morales;Dirección 1083;Empleado 1083;Puesto 1083;Sanarate; Paquete certificado; Paquete certificado;7.45;80;Recolectado;46.82;22.66
925;Viernes;Abril;;Víctor Prieto;Dirección 1084;Empleado 1084;Puesto 1084;Chicacao;;;7.02;1;Entregado;45.77;96.6
858;Jueves;Junio;;Sebastián Gómez;Dirección 1085;Empleado 1085;Puesto 1085;Mazatenango; Envío de artículos de belleza; Envío de artículos de belleza;7.29;113;Pendiente;9.62;80.07
294;Lunes;Mayo;;Clara Sánchez;Dirección 1086;Empleado 1086;Puesto 1086;Nahualá; Envío en fin de semana; Envío en fin de semana;4.08;88;Pendiente;20.8;22.87
664;Domingo;Marzo;;Laura Moreno;Dirección 1087;Empleado 1087;Puesto 1087;Malacatán; Paquete pequeño; Paquete pequeño;9.77;75;En Bodega;15.12;75.66
36;Viernes;Enero;;Ana Núñez;Dirección 1088;Empleado 1088;Puesto 1088;Cobán; Caja mediana; Caja mediana;0.76;16;Pendiente;15.05;
665;Miércoles;Noviembre;2021;Valeria García;Dirección 1089;Empleado 1089;Puesto 1089;Chimaltenango; Paquete discreto; Paquete discreto;9.26;87;Pendiente;37.36;
244;Martes;Noviembre;2020;Valeria Rojas;Dirección 1090;Empleado 1090;Puesto 1090;Puerto Barrios; Envío express; Envío express;7.88;98;Devolución;22.1;
771;Domingo;Febrero;2020;Gabriel Prieto;Dirección 1091;Empleado 1091;Puesto 1091;San José Pinula; Envío nocturno; Envío nocturno;8.84;65;Pendiente;38.33;37.3
326;Viernes;Febrero;;Catalina Gómez;Dirección 1092;Empleado 1092;Puesto 1092;Ciudad Vieja; Caja grande; Caja grande;2.67;42;En Bodega;28.45;72.11
52;Sábado;Agosto;2023;Raquel Delgado;Dirección 1093;Empleado 1093;Puesto 1093;Jocotenango; Envío de artículos personales; Envío de artículos personales;9.56;17;Recolectado;9.22;
20;Miércoles;Diciembre;2020;José Aguilar;Dirección 1094;Empleado 1094;Puesto 1094;San Benito; Paquete de accesorios; Paquete de accesorios;5.25;2;Recolectado;20;11.45
582;Domingo;Octubre;2020;Antonia Castro;Dirección 1095;Empleado 1095;Puesto 1095;Mazatenango; Paquete con seguro; Paquete con seguro;3.29;116;Recolectado;29.29;39.1
690;Lunes;Octubre;2020;Valeria Silva;Dirección 1096;Empleado 1096;Puesto 1096;Sumpango; Caja pequeña; Caja pequeña;6.38;48;Recolectado;35.3;37.54
476;Martes;Octubre;2022;María Valverde;Dirección 1097;Empleado 1097;Puesto 1097;Sumpango; Caja de regalo; Caja de regalo;4.9;78;Devolución;38.91;73.47
677;Lunes;Septiembre;;Ana Castro;Dirección 1098;Empleado 1098;Puesto 1098;Mazatenango; Caja de tecnología; Caja de tecnología;0.87;76;Pendiente;8.8;9.66
926;Domingo;Noviembre;2021;Clara Rodríguez;Dirección 1099;Empleado 1099;Puesto 1099;Patulul; Envío de artículos de belleza; Envío de artículos de belleza;5.51;111;Entregado;29.52;44.34
50;Martes;Octubre;2022;José Vargas;Dirección 1100;Empleado 1100;Puesto 1100;Puerto Barrios; Paquete pequeño; Paquete pequeño;7.94;58;Devolución;7.3;23.19
450;Lunes;Septiembre;2020;Javier Pérez;Dirección 1101;Empleado 1101;Puesto 1101;San Pablo Jocopilas; Caja de regalo; Caja de regalo;8.83;64;Recolectado;47.5;9.53
298;Miércoles;Abril;2022;Óscar Gómez;Dirección 1102;Empleado 1102;Puesto 1102;Villa Nueva; Envío de material impreso; Envío de material impreso;6.95;11;En Bodega;43.43;
217;Sábado;Abril;2020;Carlos Flores;Dirección 1103;Empleado 1103;Puesto 1103;Villa Nueva; Caja grande; Caja grande;2.45;13;Devolución;14.77;39.73
709;Lunes;Noviembre;2022;Rosa Martínez;Dirección 1104;Empleado 1104;Puesto 1104;Nebaj; Envío internacional; Envío internacional;7.71;10;Entregado;23.79;35.19
578;Viernes;Octubre;2020;Eduardo Valverde;Dirección 1105;Empleado 1105;Puesto 1105;Nahualá; Paquete grande; Paquete grande;8.94;102;Devolución;40.21;18.65
932;Martes;Mayo;2020;Sofía Flores;Dirección 1106;Empleado 1106;Puesto 1106;Sumpango; Envío económico; Envío económico;9.2;75;Pendiente;6.74;56.66
100;Lunes;Septiembre;2021;Lorena Ochoa;Dirección 1107;Empleado 1107;Puesto 1107;San Pedro Sacatepéquez; Bulto ligero; Bulto ligero;8.62;106;Pendiente;34.54;10.15
25;Jueves;Julio;2021;Adriana Villalobos;Dirección 1108;Empleado 1108;Puesto 1108;Coatepeque; Envío express; Envío express;9.28;98;Recolectado;45.97;37.26
666;Jueves;Diciembre;2022;Alejandro Pérez;Dirección 1109;Empleado 1109;Puesto 1109;Totonicapán; Paquete de libros; Paquete de libros;1.2;22;Pendiente;49.27;53.32
543;Sábado;Diciembre;;Víctor Delgado;Dirección 1110;Empleado 1110;Puesto 1110;Chicacao; Envío de productos frágiles; Envío de productos frágiles;4.51;54;Devolución;36.93;12.15
443;Martes;Febrero;2020;Manuel Gómez;Dirección 1111;Empleado 1111;Puesto 1111;Guatemala City; Envío ecológico; Envío ecológico;4.73;96;En Bodega;28.88;
724;Domingo;Febrero;2022;Javier Martínez;Dirección 1112;Empleado 1112;Puesto 1112;Villa Canales; Paquete sensible al calor; Paquete sensible al calor;8.35;78;Entregado;19.75;2.47
546;Lunes;Agosto;2022;Francisco Zamora;Dirección 1113;Empleado 1113;Puesto 1113;San Lucas Sacatepéquez; Envío nocturno; Envío nocturno;1.23;2;Devolución;38.04;
489;Sábado;Junio;2022;Óscar Silva;Dirección 1114;Empleado 1114;Puesto 1114;Villa Canales; Envío de artículos de belleza; Envío de artículos de belleza;6.8;21;Devolución;7.24;79.35
927;Sábado;Febrero;2021;Elena Díaz;Dirección 1115;Empleado 1115;Puesto 1115;La Gomera; Paquete con seguimiento; Paquete con seguimiento;5.68;11;Pendiente;10.77;
713;Domingo;Abril;2020;David Gómez;Dirección 1116;Empleado 1116;Puesto 1116;Nahualá; Envío de juguetes; Envío de juguetes;8.99;44;Recolectado;41.79;66.41
480;Martes;Marzo;2022;Marina Araya;Dirección 1117;Empleado 1117;Puesto 1117;Cantel; Envío de muestras; Envío de muestras;5.91;18;Entregado;12.94;
629;Lunes;Agosto;2023;Eduardo Pérez;Dirección 1118;Empleado 1118;Puesto 1118;San Lucas Sacatepéquez; Carga voluminosa; Carga voluminosa;6.43;87;Recolectado;27.24;8.6
896;Jueves;Febrero;2022;Elena Zamora;Dirección 1119;Empleado 1119;Puesto 1119;Jocotenango; Envío de productos electrónicos; Envío de productos electrónicos;2.91;1;Entregado;49.46;88.97
231;Viernes;Enero;2022;Catalina Morales;Dirección 1120;Empleado 1120;Puesto 1120;San Francisco El Alto; Envío internacional; Envío internacional;1.44;78;Recolectado;28.48;90.82
854;Jueves;Julio;2020;Marta Reyes;Dirección 1121;Empleado 1121;Puesto 1121;Jutiapa; Envío de productos electrónicos; Envío de productos electrónicos;6.04;66;Entregado;20.59;45.29
396;Domingo;Agosto;2023;Rosa Martínez;Dirección 1122;Empleado 1122;Puesto 1122;La Gomera; Envío de productos electrónicos; Envío de productos electrónicos;7.13;99;Pendiente;16.12;68.38
516;Miércoles;Enero;2021;Catalina Silva;Dirección 1123;Empleado 1123;Puesto 1123;Mixco; Sobre pequeño; Sobre pequeño;1.57;72;En Bodega;42.94;22.51
85;Lunes;Noviembre;2020;Juan Espinoza;Dirección 1124;Empleado 1124;Puesto 1124;San Benito; Paquete con seguimiento; Paquete con seguimiento;9.01;55;Pendiente;11.65;95.86
235;Miércoles;Octubre;2022;Valeria Moreno;Dirección 1125;Empleado 1125;Puesto 1125;San Pablo Jocopilas; Envío urgente; Envío urgente;2.21;35;Pendiente;12.13;57.37
996;Lunes;Marzo;2023;Adriana Reyes;Dirección 1126;Empleado 1126;Puesto 1126;Santa Lucía Cotzumalguapa; Carga industrial; Carga industrial;1.14;110;Devolución;43.44;61.77
457;Viernes;Mayo;2023;Adriana Duarte;Dirección 1127;Empleado 1127;Puesto 1127;Huehuetenango; Envío de material impreso; Envío de material impreso;9.24;81;Pendiente;48.53;
729;Viernes;Mayo;2021;Francisco Morales;Dirección 1128;Empleado 1128;Puesto 1128;Patzún; Paquete con seguro; Paquete con seguro;5.8;116;Entregado;12.88;63.12
830;Martes;Mayo;;Miguel Castro;Dirección 1129;Empleado 1129;Puesto 1129;Santa Cruz del Quiché; Envío de juguetes; Envío de juguetes;4.16;63;Pendiente;14.31;27.77
795;Jueves;Junio;;Andrés Cordero;Dirección 1130;Empleado 1130;Puesto 1130;San Marcos; Envío de equipos deportivos; Envío de equipos deportivos;0.58;6;Devolución;40.01;77.43
113;Lunes;Junio;2022;Rosa Mendoza;Dirección 1131;Empleado 1131;Puesto 1131;San Marcos; Carga industrial; Carga industrial;5.83;116;Devolución;37.41;81.49
139;Viernes;Mayo;2023;Lucía Ramírez;Dirección 1132;Empleado 1132;Puesto 1132;Chimaltenango; Envío express; Envío express;6.9;42;Pendiente;31.41;31.01
878;Jueves;Noviembre;2020;Catalina Navarro;Dirección 1133;Empleado 1133;Puesto 1133;Cantel; Envío económico; Envío económico;4.68;84;Devolución;25.02;91.99
372;Viernes;Julio;2023;Rosa Vargas;Dirección 1134;Empleado 1134;Puesto 1134;Cantel; Paquete de accesorios; Paquete de accesorios;0.49;14;En Bodega;28.92;67.56
631;Sábado;Septiembre;2021;Óscar Díaz;Dirección 1135;Empleado 1135;Puesto 1135;Santa Lucía Cotzumalguapa; Envío frágil; Envío frágil;1.48;119;Entregado;5.04;40.87
630;Domingo;Abril;2021;Miguel Zamora;Dirección 1136;Empleado 1136;Puesto 1136;Coatepeque; Caja de regalo; Caja de regalo;4.99;7;Entregado;26.7;64.65
161;Sábado;Septiembre;2020;Roberto Vargas;Dirección 1137;Empleado 1137;Puesto 1137;Jalapa; Bulto pesado; Bulto pesado;6.49;47;Pendiente;37.22;56.44
801;Lunes;Febrero;2023;Natalia Silva;Dirección 1138;Empleado 1138;Puesto 1138;Patzún; Carga consolidada; Carga consolidada;2.1;55;Recolectado;6.29;
581;Martes;Febrero;2023;Francisco Montes;Dirección 1139;Empleado 1139;Puesto 1139;Santa Catarina Pinula; Carga industrial; Carga industrial;3.86;28;En Bodega;19.13;16.33
239;Lunes;Agosto;2023;Antonia Jiménez;Dirección 1140;Empleado 1140;Puesto 1140;Coatepeque; Caja pequeña; Caja pequeña;9.92;56;Entregado;31.52;
849;Lunes;Julio;2021;Felipe Duarte;Dirección 1141;Empleado 1141;Puesto 1141;Santa Lucía Cotzumalguapa; Paquete de documentos legales; Paquete de documentos legales;8.06;3;Pendiente;20.4;77.38
604;Jueves;Diciembre;2023;Sebastián Delgado;Dirección 1142;Empleado 1142;Puesto 1142;Jalapa; Caja de muebles pequeños; Caja de muebles pequeños;2.13;58;Pendiente;42.23;
640;Martes;Diciembre;2020;Adriana Flores;Dirección 1143;Empleado 1143;Puesto 1143;San Lucas Sacatepéquez; Paquete mediano; Paquete mediano;0.92;54;En Bodega;19.93;80.5
719;Domingo;Mayo;2021;Andrés Montes;Dirección 1144;Empleado 1144;Puesto 1144;Barberena; Sobre pequeño; Sobre pequeño;9.49;16;En Bodega;44.86;58.04
468;Viernes;Enero;2020;Felipe Martínez;Dirección 1145;Empleado 1145;Puesto 1145;Villa Canales; Envío económico; Envío económico;8.2;5;En Bodega;28.15;10.56
243;Jueves;Septiembre;2023;Patricia Rojas;Dirección 1146;Empleado 1146;Puesto 1146;Antigua Guatemala; Envío de juguetes; Envío de juguetes;8.96;104;Recolectado;45.54;20.76
975;Miércoles;Abril;2023;Sebastián Hernández;Dirección 1147;Empleado 1147;Puesto 1147;Jalapa; Envío de productos médicos; Envío de productos médicos;3.97;27;Entregado;34.27;12.94
35;Lunes;Mayo;2023;Daniel Sánchez;Dirección 1148;Empleado 1148;Puesto 1148;Cantel; Envío económico; Envío económico;8.75;104;Pendiente;11.3;80.3
280;Martes;Agosto;2021;Carmen Espinoza;Dirección 1149;Empleado 1149;Puesto 1149;Ostuncalco; Carga industrial; Carga industrial;6.27;79;Entregado;37.76;
522;Miércoles;Junio;;Carolina Castro;Dirección 1150;Empleado 1150;Puesto 1150;Guatemala City; Envío frágil; Envío frágil;8.2;77;Pendiente;30.05;38.39
666;Lunes;Octubre;;Lorena López;Dirección 1151;Empleado 1151;Puesto 1151;San Marcos; Bulto pesado; Bulto pesado;4.23;57;Devolución;18.17;90.46
954;Martes;Mayo;;Víctor Paredes;Dirección 1152;Empleado 1152;Puesto 1152;Patzún; Caja mediana; Caja mediana;0.95;75;Recolectado;12.01;98.91
409;Domingo;Marzo;2021;Eduardo Zamora;Dirección 1153;Empleado 1153;Puesto 1153;Nebaj; Paquete pequeño; Paquete pequeño;4.31;54;Pendiente;31.04;63.08
73;Domingo;Junio;2021;Víctor Ortega;Dirección 1154;Empleado 1154;Puesto 1154;San Pablo Jocopilas; Paquete con seguro; Paquete con seguro;4.94;78;Devolución;13.6;
742;Jueves;Septiembre;2023;Catalina Vargas;Dirección 1155;Empleado 1155;Puesto 1155;Antigua Guatemala; Caja con rastreo GPS; Caja con rastreo GPS;3.61;86;Entregado;38.74;18.36
489;Martes;Diciembre;2023;Rosa Ríos;Dirección 1156;Empleado 1156;Puesto 1156;Patulul;;;6.38;92;Pendiente;37.97;63.11
621;Sábado;Julio;2022;Francisco Mendoza;Dirección 1157;Empleado 1157;Puesto 1157;Guatemala City; Paquete pequeño; Paquete pequeño;4.53;92;Entregado;30.14;
444;Jueves;Septiembre;2021;Roberto López;Dirección 1158;Empleado 1158;Puesto 1158;Puerto Barrios; Envío a zona remota; Envío a zona remota;9.06;5;Recolectado;21.05;36.06
469;Viernes;Marzo;;José Ramírez;Dirección 1159;Empleado 1159;Puesto 1159;Nahualá; Paquete sensible al calor; Paquete sensible al calor;6.37;57;Recolectado;22;16.64
167;Sábado;Agosto;2022;Sebastián Díaz;Dirección 1160;Empleado 1160;Puesto 1160;Sumpango; Bulto ligero; Bulto ligero;1.44;62;Devolución;16.28;3.04
706;Jueves;Marzo;2022;Carolina Hernández;Dirección 1161;Empleado 1161;Puesto 1161;Retalhuleu; Caja de muebles pequeños; Caja de muebles pequeños;1.59;37;Devolución;20.21;
579;Miércoles;Noviembre;2023;Sebastián Morales;Dirección 1162;Empleado 1162;Puesto 1162;Guatemala City; Envío de equipos deportivos; Envío de equipos deportivos;3.44;33;Devolución;18.18;
245;Martes;Mayo;2023;Lorena Ramírez;Dirección 1163;Empleado 1163;Puesto 1163;Mixco; Envío económico; Envío económico;3.64;113;Recolectado;5.75;94.76
176;Sábado;Agosto;;Felipe Acosta;Dirección 1164;Empleado 1164;Puesto 1164;Amatitlán; Envío de artículos personales; Envío de artículos personales;5.11;27;En Bodega;34.17;79.54
27;Viernes;Marzo;;Ana Montes;Dirección 1165;Empleado 1165;Puesto 1165;Mixco; Paquete de documentos legales; Paquete de documentos legales;3.43;31;Devolución;27.17;15.07
400;Viernes;Agosto;2020;Víctor Núñez;Dirección 1166;Empleado 1166;Puesto 1166;Escuintla; Envío de productos electrónicos; Envío de productos electrónicos;9.4;75;Pendiente;12.95;
862;Martes;Junio;2022;Laura Espinoza;Dirección 1167;Empleado 1167;Puesto 1167;Jacaltenango; Carga peligrosa; Carga peligrosa;4.56;29;Devolución;28.33;34.67
968;Lunes;Abril;2023;Catalina Fernández;Dirección 1168;Empleado 1168;Puesto 1168;San Francisco El Alto; Caja pequeña; Caja pequeña;1.61;20;En Bodega;10.98;51.24
359;Domingo;Abril;2022;Marcela Rojas;Dirección 1169;Empleado 1169;Puesto 1169;Cobán; Paquete mediano; Paquete mediano;4.31;27;Recolectado;9.18;95.3
205;Lunes;Junio;2022;Laura Villalobos;Dirección 1170;Empleado 1170;Puesto 1170;Cobán; Caja de muebles pequeños; Caja de muebles pequeños;4.69;49;Entregado;37.01;72.45
381;Lunes;Noviembre;2022;Adriana Fernández;Dirección 1171;Empleado 1171;Puesto 1171;Sumpango; Caja de herramientas; Caja de herramientas;8.01;27;En Bodega;26.33;18.03
165;Martes;Noviembre;2021;Elena Acosta;Dirección 1172;Empleado 1172;Puesto 1172;San Pablo Jocopilas; Envío nocturno; Envío nocturno;8.74;46;Recolectado;18.33;
387;Miércoles;Abril;2023;Elena Ríos;Dirección 1173;Empleado 1173;Puesto 1173;Jocotenango; Envío de productos electrónicos; Envío de productos electrónicos;4.26;3;En Bodega;13.73;25.5
533;Lunes;Marzo;2023;Natalia Fernández;Dirección 1174;Empleado 1174;Puesto 1174;Sanarate; Envío internacional; Envío internacional;4.58;79;Recolectado;39.21;34.62
555;Miércoles;Enero;2023;Ricardo Rodríguez;Dirección 1175;Empleado 1175;Puesto 1175;Nebaj; Envío de productos de limpieza; Envío de productos de limpieza;8.18;28;Entregado;34.92;83.08
816;Jueves;Octubre;2020;Catalina Vargas;Dirección 1176;Empleado 1176;Puesto 1176;Quetzaltenango; Envío de productos electrónicos; Envío de productos electrónicos;7.44;23;Pendiente;17.87;10.05
717;Martes;Julio;;Manuel Paredes;Dirección 1177;Empleado 1177;Puesto 1177;San Benito; Envío aéreo; Envío aéreo;4.83;15;Recolectado;8.04;39.72
905;Martes;Julio;2022;Felipe Moreno;Dirección 1178;Empleado 1178;Puesto 1178;Antigua Guatemala; Caja mediana; Caja mediana;0.81;95;Recolectado;8.7;
169;Miércoles;Agosto;2021;Carmen Martínez;Dirección 1179;Empleado 1179;Puesto 1179;Chicacao; Envío ecológico; Envío ecológico;6.38;25;Recolectado;34.47;69.69
131;Jueves;Abril;2021;Lorena Fernández;Dirección 1180;Empleado 1180;Puesto 1180;San Benito; Envío de productos frágiles; Envío de productos frágiles;6.01;48;En Bodega;41.75;57.94
987;Martes;Abril;;Óscar Pérez;Dirección 1181;Empleado 1181;Puesto 1181;Coatepeque; Envío express; Envío express;0.53;20;Devolución;24.59;51.29
72;Lunes;Noviembre;2020;Marina Ramírez;Dirección 1182;Empleado 1182;Puesto 1182;Quetzaltenango; Envío de documentos; Envío de documentos;5.51;66;Recolectado;19.75;46.51
679;Sábado;Noviembre;2023;Felipe Jiménez;Dirección 1183;Empleado 1183;Puesto 1183;Villa Nueva; Envío de productos de limpieza; Envío de productos de limpieza;8.14;37;Entregado;27.27;57.95
993;Lunes;Marzo;;Carlos Mendoza;Dirección 1184;Empleado 1184;Puesto 1184;Puerto Barrios; Paquete con seguro; Paquete con seguro;0.32;46;Devolución;41.95;95.92
619;Martes;Mayo;;Sebastián Ortega;Dirección 1185;Empleado 1185;Puesto 1185;San Benito; Envío express; Envío express;7.94;69;Recolectado;31.39;89.3
465;Sábado;Diciembre;2020;Elena Pérez;Dirección 1186;Empleado 1186;Puesto 1186;Patulul; Envío de artículos de belleza; Envío de artículos de belleza;9.35;36;En Bodega;37.95;76.32
54;Jueves;Junio;2022;Elena Bravo;Dirección 1187;Empleado 1187;Puesto 1187;La Gomera; Paquete certificado; Paquete certificado;7.13;69;Recolectado;9.92;
125;Sábado;Marzo;;Marina Araya;Dirección 1188;Empleado 1188;Puesto 1188;San Pedro Ayampuc; Envío de productos frágiles; Envío de productos frágiles;8.57;9;Pendiente;30.63;98.96
661;Martes;Mayo;2020;Adriana Jiménez;Dirección 1189;Empleado 1189;Puesto 1189;San Pedro Sacatepéquez; Envío de juguetes; Envío de juguetes;0.38;114;En Bodega;44.12;65.72
169;Lunes;Noviembre;2022;Francisco Gómez;Dirección 1190;Empleado 1190;Puesto 1190;Chicacao; Caja de herramientas; Caja de herramientas;3.85;94;Devolución;6.64;
441;Miércoles;Octubre;;Óscar González;Dirección 1191;Empleado 1191;Puesto 1191;Mixco; Envío de material impreso; Envío de material impreso;6.46;86;Devolución;45.88;75.01
526;Miércoles;Marzo;;Luis Moreno;Dirección 1192;Empleado 1192;Puesto 1192;Escuintla; Paquete grande; Paquete grande;6.79;26;Pendiente;47.87;73.34
4;Miércoles;Enero;2022;Manuel Prieto;Dirección 1193;Empleado 1193;Puesto 1193;Chimaltenango; Envío de alimentos perecederos; Envío de alimentos perecederos;7.02;46;Entregado;32.99;
432;Domingo;Enero;2022;Clara Vargas;Dirección 1194;Empleado 1194;Puesto 1194;La Gomera; Bulto ligero; Bulto ligero;5.28;34;Devolución;21.77;21.98
129;Miércoles;Abril;2022;Carmen Araya;Dirección 1195;Empleado 1195;Puesto 1195;Antigua Guatemala; Caja de ropa; Caja de ropa;9.38;45;Devolución;10.67;66.92
969;Domingo;Diciembre;2023;Sofía Núñez;Dirección 1196;Empleado 1196;Puesto 1196;Totonicapán; Paquete discreto; Paquete discreto;0.35;91;Entregado;8.81;65.57
962;Martes;Diciembre;2023;Valeria González;Dirección 1197;Empleado 1197;Puesto 1197;Puerto Barrios; Caja de mercancía; Caja de mercancía;4.68;38;Pendiente;39.21;24.09
317;Lunes;Septiembre;;Adriana Torres;Dirección 1198;Empleado 1198;Puesto 1198;Santa Catarina Pinula;;;1.68;79;Recolectado;38.81;57.79
107;Miércoles;Abril;2021;Ana Zamora;Dirección 1199;Empleado 1199;Puesto 1199;Coatepeque; Envío aéreo; Envío aéreo;9.19;53;Entregado;5.68;63.74
487;Jueves;Noviembre;2022;Natalia Acosta;Dirección 1200;Empleado 1200;Puesto 1200;Nahualá; Caja de tecnología; Caja de tecnología;8.73;33;Recolectado;24.29;
30;Jueves;Septiembre;2020;Catalina Villalobos;Dirección 1201;Empleado 1201;Puesto 1201;San Pablo Jocopilas; Paquete pequeño; Paquete pequeño;9.39;57;Pendiente;27.28;
410;Jueves;Noviembre;2023;Adriana López;Dirección 1202;Empleado 1202;Puesto 1202;Jutiapa; Envío a zona remota; Envío a zona remota;4.26;81;En Bodega;39.21;78.34
401;Lunes;Octubre;2022;Natalia Espinoza;Dirección 1203;Empleado 1203;Puesto 1203;Patulul; Envío de productos médicos; Envío de productos médicos;1.5;91;Pendiente;8.13;
978;Martes;Mayo;2022;Gabriel Rodríguez;Dirección 1204;Empleado 1204;Puesto 1204;San Pablo Jocopilas; Paquete de libros; Paquete de libros;3.98;64;Devolución;23.34;
906;Lunes;Abril;;Antonia Ochoa;Dirección 1205;Empleado 1205;Puesto 1205;Jutiapa; Envío ecológico; Envío ecológico;8.85;19;Recolectado;30.91;
98;Miércoles;Septiembre;2021;Víctor Montes;Dirección 1206;Empleado 1206;Puesto 1206;Patzún; Carga consolidada; Carga consolidada;3.88;60;Recolectado;23.24;20.35
996;Jueves;Octubre;2022;Natalia Delgado;Dirección 1207;Empleado 1207;Puesto 1207;Sanarate; Sobre grande; Sobre grande;9.69;22;Entregado;36.8;
237;Lunes;Diciembre;2022;Gabriel Jiménez;Dirección 1208;Empleado 1208;Puesto 1208;Petapa; Envío de muestras; Envío de muestras;2.06;30;Devolución;22.69;63.6
265;Martes;Agosto;;Isabel Núñez;Dirección 1209;Empleado 1209;Puesto 1209;San Lucas Sacatepéquez; Caja de ropa; Caja de ropa;6.31;112;En Bodega;38;96.5
812;Lunes;Marzo;2021;Ricardo Ríos;Dirección 1210;Empleado 1210;Puesto 1210;Palín; Envío urgente; Envío urgente;8.82;25;Recolectado;41.6;14.19
3;Jueves;Enero;2023;Carolina Hernández;Dirección 1211;Empleado 1211;Puesto 1211;Petapa; Envío de productos electrónicos; Envío de productos electrónicos;4.49;38;Devolución;18.41;82.2
332;Jueves;Mayo;;Marta Paredes;Dirección 1212;Empleado 1212;Puesto 1212;Nahualá; Envío de productos médicos; Envío de productos médicos;3.34;60;Pendiente;9.69;37.96
173;Sábado;Agosto;;Eduardo Peralta;Dirección 1213;Empleado 1213;Puesto 1213;Jutiapa; Envío a zona remota; Envío a zona remota;9.38;5;Pendiente;6.92;
59;Domingo;Diciembre;2022;José Sánchez;Dirección 1214;Empleado 1214;Puesto 1214;San Cristóbal Verapaz; Paquete certificado; Paquete certificado;6.15;61;En Bodega;5.46;52.84
937;Lunes;Octubre;2022;Juan Vargas;Dirección 1215;Empleado 1215;Puesto 1215;Chiquimula; Caja de herramientas; Caja de herramientas;7.88;5;En Bodega;24.87;18.85
343;Jueves;Marzo;2021;Patricia Villalobos;Dirección 1216;Empleado 1216;Puesto 1216;Nebaj; Envío de productos médicos; Envío de productos médicos;0.65;36;En Bodega;49.06;9.06
467;Martes;Abril;2020;Andrés Moreno;Dirección 1217;Empleado 1217;Puesto 1217;Coatepeque; Envío de productos frágiles; Envío de productos frágiles;0.63;32;Devolución;44.69;19.84
730;Domingo;Febrero;2022;Carlos Torres;Dirección 1218;Empleado 1218;Puesto 1218;Jalapa; Carga consolidada; Carga consolidada;8.42;95;Recolectado;28.44;12.45
888;Sábado;Mayo;;Catalina Bravo;Dirección 1219;Empleado 1219;Puesto 1219;Ciudad Vieja; Envío a domicilio; Envío a domicilio;7.87;120;En Bodega;37.11;46.37
428;Viernes;Diciembre;2020;Lucía Ochoa;Dirección 1220;Empleado 1220;Puesto 1220;San Pablo Jocopilas; Paquete con seguimiento; Paquete con seguimiento;6.58;93;Entregado;8.04;3.52
865;Domingo;Septiembre;2021;Natalia Reyes;Dirección 1221;Empleado 1221;Puesto 1221;Petapa; Envío de artículos de belleza; Envío de artículos de belleza;4.71;111;Devolución;32.82;79.98
